category,date,developer,name,platforms,price,rate,reviews_numbers,tags
Action Games,To be announced,Facepunch Studios,s&box,win,None,,,"Action,Casual,Sandbox,Shooter,3D,Platformer,FPS,Third-Person,Shooter,3D,First-Person,Stylized,Third,Person,Building,Game,Development,Funny,PvP,Base,Building,Character,Customization,Combat,Crafting,Level,Editor"
Simulation Games,"24 Aug, 2015",Giant Army,Universe Sandbox,"win,mac","138,99zł",Overwhelmingly Positive,23376,"Sandbox,Space,Simulation,Physics,Science,Destruction,Realistic,God,Game,Education,Singleplayer,Early,Access,Relaxing,Family,Friendly,Open,World,Indie,Casual,Atmospheric,Space,Sim,Sci-fi,Exploration"
Adventure Games/Open World Game: the Open World Game/Downloadable Content,"14 May, 2020",Morning Person Games,Open World Game: the Open World Game — The Gratuitous DLC,win,"10,99zł",Positive,20,"RPG,Indie,Simulation,Adventure,Open,World,Free,to,Play,Satire"
Early Access Games,Coming soon,Wise Bear Games,Bandits: Open World,win,None,,,"Early,Access,Adventure,Survival,Colorful,Exploration,PvP,Action,Crafting,Cartoony,Cute,Base,Building,Massively,Multiplayer,Multiplayer,Building,Combat,Action,RPG,Third-Person,Shooter,Loot,Action-Adventure,Open,World"
Indie Games/STuNT Games Franchise,"31 May, 2023",Game Sunlight,Sandbox,win,"4,49zł",3 user reviews,3,"Exploration,Clicker,Sandbox,Hidden,Object,Adventure,Point,&,Click,2D,Relaxing,Conversation,Minimalist,Indie,Hand-drawn,Simulation,Score,Attack,Mystery,Singleplayer"
Free To Play Games,"30 Apr, 2025",Tomer Yadid,FALARMA - Open World,win,Free To Play,1 user reviews,1,"Singleplayer,Open,World,Pixel,Graphics,2D,Exploration,Survival,Action-Adventure,Cute,2D,Platformer,Strategy,Choose,Your,Own,Adventure,Colorful,Minimalist,Investigation,Adventure,Nature,Resource,Management,Indie,Free,to,Play"
Action Games/Rainbow 6 Franchise Franchise,"1 Dec, 2015",Ubisoft Montreal,Tom Clancy's Rainbow Six® Siege,win,"79,90zł",Very Positive,1183448,"FPS,PvP,eSports,Multiplayer,Tactical,Shooter,Competitive,Online,Co-Op,Action,Hero,Shooter,Team-Based,Military,Strategy,First-Person,Co-op,Realistic,War,Destruction,Difficult,3D"
Strategy Games/Hearts of Iron - Official Franchise,"6 Jun, 2016",Paradox Development Studio,Hearts of Iron IV,"win,mac,linux","712,64zł",Very Positive,235132,"Strategy,World,War,II,Grand,Strategy,War,Historical,Military,Alternate,History,Multiplayer,Simulation,Tactical,Singleplayer,Real-Time,with,Pause,RTS,Diplomacy,Sandbox,Co-op,Strategy,RPG,Open,World,Competitive,Action"
Adventure Games,"19 Nov, 2019",Morning Person Games,Open World Game: the Open World Game,win,Free,Very Positive,2491,"Open,World,Free,to,Play,RPG,Satire,Indie,Adventure,Simulation,Psychological,Horror,Memes,2D,Open,World,Survival,Craft"
Action Games/Battlefield Franchise,"9 Nov, 2018",DICE,Battlefield™ V,win,"139,00zł",Mostly Positive,216508,"FPS,Multiplayer,Singleplayer,World,War,II,Shooter,War,Military,First-Person,Massively,Multiplayer,PvP,Combat,Open,World,Action,Historical,Destruction,Battle,Royale,Atmospheric,Violent,Sexual,Content,Female,Protagonist"
Free To Play Games/RogueStone 2: Open World/Downloadable Content,"24 May, 2023",Keo R. Bun,RogueStone 2: Open World Soundtrack,"win,mac",Free To Play,6 user reviews,6,"Free,to,Play,RPG,Fantasy,Dungeon,Crawler,Lore-Rich,Pixel,Graphics,Colorful,JRPG,Dark,Fantasy,Souls-like"
Strategy Games,"7 Jul, 2022",CD PROJEKT RED,GWENT: Rogue Mage (Single-Player Expansion),win,"35,99zł",Mixed,1076,"Strategy,Card,Game,Board,Game,Puzzle,Roguelike,Turn-Based,Strategy,Card,Battler,2D,3D,Fantasy,Colorful,Logic,Medieval,Deckbuilding,PvE,Singleplayer,Turn-Based,Combat"
Strategy Games/Demo,"8 Dec, 2024",Ibrahim Özhan,Dicey Chess Singleplayer Demo,win,None,,,"Chess,Turn-Based,Tactics,Strategy,PvP,Board,Game,Tabletop,Turn-Based,Strategy,2D,Top-Down,Funny,Casual,Minimalist,Indie,Pixel,Graphics,Family,Friendly,Retro,Multiplayer,Singleplayer"
Indie Games,"27 Sep, 2024",asxgames,Cheese Co-op Clicker Simulator,win,"4,49zł",Positive,17,"Casual,Co-op,Clicker,Online,Co-Op,Family,Friendly,Cartoony,Point,&,Click,Cartoon,FMV,Indie,Capitalism,Management,Female,Protagonist,Multiplayer,Singleplayer,MMORPG"
Early Access Games,May 2025,PLEXUS GAME,Caravanners: Co-op Open World Camping,win,None,,,"Early,Access,Open,World,Sandbox,Survival,Simulation,Building,Online,Co-Op,Casual,Choose,Your,Own,Adventure,Character,Customization,Exploration,Adventure,Atmospheric,Automobile,Sim,Nature,Lore-Rich,First-Person,Driving,Immersive,Sim,Relaxing"
Casual Games,"28 Nov, 2024",Musabiza,Art Spotting Co-op,win,"13,49zł",1 user reviews,1,"Hidden,Object,Puzzle,Point,&,Click,2D,Casual,Co-op,Local,Co-Op,Relaxing,Family,Friendly,Nature,Split,Screen,Cute,Historical,Cartoony,Colorful,Hand-drawn,Western,Building,Cartoon,Local,Multiplayer"
Indie Games,"9 Apr, 2025","Bashir ""ManliestDev"" KashaloBlind Archer",Pushing it! Together - Sisyphus Co-op,win,"22,99zł",Mixed,242,"Adventure,Casual,Simulation,Action,Strategy,Action-Adventure,Platformer,3D,Souls-like,Third,Person,Comedy,Funny,Mythology,Psychological,Horror,Horror,Conversation,Physics,Co-op,Online,Co-Op,Difficult"
Action Games,Coming soon,Fly Mind Games,Think And Co-op,win,None,,,"Co-op,Multiplayer,Split,Screen,Puzzle,Local,Co-Op,Online,Co-Op,Local,Multiplayer,Action,Puzzle,Platformer,3D,Platformer,Casual,Arcade,Runner,Relaxing,Minimalist,4,Player,Local,3D,Third,Person,Team-Based,Parkour"
Adventure Games,"5 Mar, 2025",Solar Powered Games,Highrisers Couch Co-Op,win,"67,99zł",1 user reviews,1,"Early,Access,Adventure,RPG,Roguelike,Strategy,RPG,Roguelite,Side,Scroller,2D,Split,Screen,Pixel,Graphics,Crafting,Post-apocalyptic,Retro,Survival,Zombies,Controller,Procedural,Generation,PvE,Resource,Management,Co-op"
Indie Games,Coming soon,GalaVerse Creations,Lunhowl: Co-op Horror,win,None,,,"Indie,Simulation,Adventure,Strategy,Action"
Simulation Games,"6 Dec, 2023",Soulwarmers Games,Little Chefs: CO-OP,win,"13,49zł",Mixed,14,"Cooking,Co-op,Online,Co-Op,Indie,Multiplayer,Funny,Family,Friendly,Cute,Comedy,Simulation,Difficult,Singleplayer,Colorful,Cats,Building,Casual,Character,Customization,Cartoony"
Simulation Games/Soulwarmers Games Franchise,"30 Nov, 2023",Soulwarmers Games,Potion Brew: Co-op,win,"22,99zł",Positive,49,"Exploration,Online,Co-Op,Fishing,Hunting,Sandbox,Character,Customization,Open,World,Cute,Life,Sim,Farming,Sim,Agriculture,Building,RPG,Mining,Crafting,Adventure,Co-op,Singleplayer,Open,World,Survival,Craft,Simulation"
Action Games,"13 Apr, 2018",Jhomas,Co-op SNEK Online,"win,mac,linux","10,99zł",Positive,23,"Casual,Action,Indie,Co-op,Online,Co-Op,Retro,Arcade"
Simulation Games,Coming soon,Klaps-On,Bodybuilder Simulator CO-OP,win,None,,,"Casual,Simulation,eSports,Sandbox,Walking,Simulator,Life,Sim,Exploration,Medical,Sim,Immersive,Sim,Choose,Your,Own,Adventure,3D,Third,Person,Sports,Realistic,Boxing,Education,Atmospheric,Co-op,Character,Customization,Parkour"
Action Games/Propagation VR/Downloadable Content,"5 Feb, 2021",WanadevStudio,Propagation VR - Co-op,win,"35,99zł",Very Positive,134,"Action,Gore,Violent,VR,Co-op,Online,Co-Op,Multiplayer,Horror,FPS,Survival,Horror,Post-apocalyptic,Survival,Zombies,Indie,First-Person,Shooter"
Adventure Games,"6 Apr, 2015",Pixelz Games,CO-OP : Decrypted,"win,mac,linux","35,99zł",Mixed,25,"Indie,Adventure,Co-op,Side,Scroller,Sci-fi,Casual,Puzzle,Platformer,Local,Co-Op"
Simulation Games,"29 May, 2015",BeamNG,BeamNG.drive,win,"89,99zł",Overwhelmingly Positive,292889,"Simulation,Driving,Physics,Destruction,Realistic,Automobile,Sim,Sandbox,Open,World,Racing,Moddable,Multiplayer,Singleplayer,Early,Access,First-Person,Third,Person,Funny,Exploration,Adventure,Action,Flight"
Free To Play Games,"19 Jan, 1999",Sven Co-op team,Sven Co-op,"win,linux",Free,Very Positive,31239,"Co-op,FPS,Online,Co-Op,Shooter,Shoot,'Em,Up,Retro,1990's,Team-Based,Casual,PvE,First-Person,Free,to,Play,3D,Third,Person,Action,Conversation,Puzzle,Survival,Moddable,Multiplayer"
Casual Games,"19 Jul, 2024",Smart Systems Technology Incorporated,Co-Op Crunch,win,"22,99zł",,,"Casual,Arcade,Platformer,3D,Platformer,Puzzle,Platformer,Runner,3D,Third,Person,1980s,Family,Friendly,Choices,Matter,Linear,Team-Based,Co-op,Multiplayer,Online,Co-Op,Singleplayer"
Simulation Games/Anno Franchise Franchise,"16 Apr, 2019",Ubisoft Mainz,Anno 1800,win,"930,74zł",Very Positive,22358,"City,Builder,Strategy,Simulation,Economy,Multiplayer,Resource,Management,Sandbox,RTS,Co-op,Singleplayer,Exploration,Management,Historical,Building,Political,Politics,Choose,Your,Own,Adventure,Story,Rich,Choices,Matter,Multiple,Endings"
Simulation Games,"12 Nov, 2024",Giants Software,Farming Simulator 25,"win,mac","283,46zł",Very Positive,20734,"Simulation,Farming,Sim,Realistic,3D,Immersive,Sim,First-Person,Time,Management,Economy,Multiplayer,Third,Person,Building,Management,Atmospheric,Nature,Relaxing,Online,Co-Op,Farming,Physics,Singleplayer,Moddable"
Action Games,"2 Jul, 2015",Eko Software,How To Survive: Third Person Standalone,win,"7,19zł",Mixed,1121,"Survival,Zombies,Open,World,Survival,Craft,Action,Third,Person,Multiplayer,Crafting,Adventure,Open,World,RPG,Co-op,Third-Person,Shooter,Singleplayer,Gore,Horror,Survival,Horror,Violent,Indie,Building,Post-apocalyptic"
Action Games/Demo,"15 Aug, 2024",Gleb Lebedev,Rbfx Third Person Template Demo,"win,mac,linux",None,,,"Action,Adventure,Action-Adventure,Sandbox,Exploration,3D,Third,Person,Sci-fi,Controller,Singleplayer"
Indie Games,"24 May, 2013",Andrew Morrish,Super Puzzle Platformer Deluxe,"win,mac","28,99zł",Very Positive,369,"Indie,Action,Casual,Platformer,Puzzle,Puzzle,Platformer,Difficult,Great,Soundtrack,Pixel,Graphics,Arcade,Local,Multiplayer"
Action Games,Coming soon,Underwater Studio,Anime,"win,mac,linux",None,,,"Action,Adventure,Anime,RPG,PvP,Survival,Co-op,Online,Co-Op,Multiplayer,Singleplayer,Action,RPG,Indie,Exploration,Looter,Shooter,Open,World,Loot"
Adventure Games/Pine Studio Franchise,To be announced,Pine Studio,Escape Simulator 2,"win,mac,linux",None,,,"Escape,Room,First-Person,Online,Co-Op,Puzzle,Simulation,Mystery,Multiplayer,Adventure,Co-op,Point,&,Click,Exploration,Singleplayer,3D,Realistic,Atmospheric,Family,Friendly,Logic,Character,Customization,Level,Editor,Co-op,Campaign"
Web Publishing,"16 Nov, 2017",KOMODO,Visual Novel Maker,"win,mac,linux","9 095,40zł",Mixed,351,"Visual,Novel,Anime,Web,Publishing,GameMaker,Game,Development,Software,RPGMaker,JRPG,Nudity,Sexual,Content"
Adventure Games/Neoclassic Games Franchise,Coming soon,Neoclassic Games,Lisistrata - RPG/Visual Novel,win,None,,,"RPG,Card,Game,Turn-Based,Tactics,Anime,Interactive,Fiction,Action,Fantasy,Choices,Matter,Visual,Novel,Choose,Your,Own,Adventure,Character,Customization,Turn-Based,Strategy,Turn-Based,Combat,Colorful,Cute,Indie,Adventure,Historical,Comedy,Singleplayer"
Indie Games/OneShot Franchise Franchise,"8 Dec, 2016",Future Cat LLC,OneShot,"win,mac,linux","29,84zł",Overwhelmingly Positive,47457,"Story,Rich,Pixel,Graphics,Indie,Great,Soundtrack,Cute,Atmospheric,Puzzle,Singleplayer,Choices,Matter,Adventure,Multiple,Endings,RPGMaker,2D,Exploration,Surreal,RPG,Replay,Value,Psychological,Horror,Casual,Anime"
Action Games,To be announced,Hydra Game Works,RetroBlazer,win,None,,,"Action,Arcade,Shooter,Boomer,Shooter,Collectathon,FPS,2.5D,Colorful,First-Person,Stylized,1990's,Mythology,Old,School,Retro,Sci-fi,Combat,Singleplayer,Early,Access"
Free To Play Games/RetroArch/Downloadable Content,"24 Nov, 2021",LibretroMustafa 'GnoStiC' TUFANRichard DrummondSonninnos,RetroArch - UAE,"win,mac,linux",Free,Positive,17,"Free,to,Play"
Free To Play Games/RetroArch/Downloadable Content,"9 Nov, 2021",LibretroHenrik Hrydgard,RetroArch - PPSSPP,"win,mac",Free,Positive,49,"Free,to,Play"
Free To Play Games/RetroArch/Downloadable Content,"15 Jun, 2020",SourLibretro,RetroArch - Mesen,"win,mac,linux",Free,Positive,24,"Free,to,Play"
Action Games,"3 Oct, 2024",Matt Hutchings,Retro Horror Story,"win,mac","13,49zł",Positive,11,"Survival,Horror,Horror,Retro,1990's,Violent,Exploration,Puzzle,Gore,Atmospheric,Action-Adventure,Indie,First-Person,Story,Rich,Singleplayer,Pixel,Graphics,Supernatural,Linear,Stealth,Escape,Room,Psychological,Horror"
Free To Play Games/RetroArch/Downloadable Content,"8 Jun, 2020",Stella TeamLibretro,RetroArch - Stella,"win,mac,linux",Free,Positive,21,"Free,to,Play,Retro"
Action Games/Quantum Astrophysicists Guild Franchise,"19 Feb, 2019",Bony Yousuf,Almost There: The Platformer,"win,mac,linux","35,99zł",Mostly Positive,117,"Indie,2D,Platformer,Casual,Platformer,Unforgiving,Precision,Platformer,Action,Minimalist,Abstract,Parkour,Difficult,Replay,Value,Cartoon,Singleplayer,2D,Cartoony,Strategy,Controller,Fast-Paced,Colorful"
Racing Games,"19 Sep, 2024",Dangerous Derk Interactive,Super Retro GP,win,"54,99zł",Positive,18,"Early,Access,Racing,Arcade,1990's,Sports,Driving,Retro,3D,Colorful,First-Person,Split,Screen,Stylized,Third,Person,Old,School,PvP,Controller,Physics,Singleplayer,Local,Multiplayer,Modern"
Action Games,"14 Apr, 2020",Andrew Nutter666 Jaggar,Retro Vaders: Reloaded,"win,mac",Free,Positive,28,"Action,Indie,Free,to,Play,Retro,2D,Aliens"
Racing Games,"14 May, 2020",Repixel8,Formula Retro Racing,win,"21,99zł",Mostly Positive,72,"Racing,Indie,Arcade,Retro,Fast-Paced,Classic"
Adventure Games,"19 May, 2014",Rusty MoyherShaun InmanMatt Grimm,Retro Game Crunch,"win,mac","45,99zł",Very Positive,272,"Indie,Action,Adventure,Retro,Pixel,Graphics,Local,Co-Op,2D,Platformer,Metroidvania,Singleplayer,Local,Multiplayer,Great,Soundtrack,Side,Scroller,Beat,'em,up,Controller,Dog"
Free To Play Games,"14 Apr, 2021",Orbit Studio,Retro Machina: Nucleonics,win,Free,Very Positive,148,"Arcade,Sci-fi,Robots,Beat,'em,up,Mystery,2.5D,Isometric,Colorful,Futuristic,Cute,Logic,Stylized,Third,Person,Exploration,Choose,Your,Own,Adventure,Top-Down,Hack,and,Slash,Hand-drawn,Singleplayer,Free,to,Play"
Casual Games,Coming soon,Gordon Donaldson,Rhythm Retro,win,None,,,"Music,RPG,Rhythm,Retro,Arcade,Casual,2D,Cartoony,Top-Down,Dark,Comedy,Score,Attack,Singleplayer,Funny,Music-Based,Procedural,Generation"
Action Games,"27 Oct, 2022",Forceight,Vade Retro : Exorcist,win,"25,49zł",Mostly Positive,894,"Online,Co-Op,Horror,Multiplayer,Co-op,Survival,Horror,Survival,Psychological,Horror,God,Game,Class-Based,Action,Simulation,Action,RTS,Action-Adventure,Spectacle,fighter,First-Person,3D,Third,Person,Realistic,Magic,PvP"
Adventure Games/Waku Waku Games / わくわくゲームズ Franchise,To be announced,qbert,Retro Game Aliens,win,None,,,"Visual,Novel,Choose,Your,Own,Adventure,Cute,2D,Choices,Matter,Adventure,Retro,1980s,Parody,Pixel,Graphics,Casual,Hand-drawn,Indie,Sci-fi,Drama,Old,School,Singleplayer"
Indie Games,Coming soon,Nick LoGalbo,retro life,win,None,,,"Life,Sim,Pixel,Graphics,RPG,Simulation,Open,World,2D,Time,Management,Economy,Top-Down,Management,Dating,Sim,Resource,Management,Immersive,Sim,Singleplayer,Nonlinear,Conversation,Multiple,Endings,Family,Friendly,Old,School,Retro"
Action Games,"25 Feb, 2021",Retrosoft Studios,RetroMania Wrestling,win,"107,99zł",Very Positive,208,"Action,Sports,Wrestling,Indie,Fighting,Retro"
Action Games,Coming soon,Cosmopage,RetroSpace,win,None,,,"Early,Access,Racing,Casual,Arcade,eSports,Rhythm,Futuristic,Automobile,Sim,Sci-fi,Physics,3D,Colorful,Sports,Realistic,Stylized,Fantasy,Modern,Nature,Science,Combat,Racing"
Indie Games,Coming soon,Cédric Wernert,Retro Jump,win,None,,,"Action,Casual,Arcade,Platformer,2D,Platformer,Adventure,2D,Colorful,Pixel,Graphics,1980s,Fantasy,Indie,Retro,Old,School,PvE,Singleplayer"
Racing Games,Coming soon,Revolt Games,Retro Racers,win,None,,,"Racing,Co-op,3D,Driving,Retro,Realistic,Split,Screen,Third,Person,Atmospheric,Snow,Sports,Local,Co-Op,Controller,Physics,Local,Multiplayer,Multiplayer,Automobile,Sim,Casual,Action,Singleplayer"
Adventure Games,"12 Dec, 2019",Fair Games ApS,Necesse,"win,mac,linux","59,95zł",Very Positive,14033,"Open,World,Survival,Craft,Multiplayer,Open,World,Sandbox,Pixel,Graphics,Adventure,Indie,Survival,Crafting,Early,Access,RPG,Co-op,Building,Action,Exploration,Online,Co-Op,Automation,Atmospheric,2D,Base,Building"
Adventure Games,Coming soon,AGS GAMES,Retro Adventurer,"win,mac",None,,,"2D,Platformer,Platformer,Action-Adventure,Action,Strategy,2D,Adventure,Superhero,Nature,Retro,Precision,Platformer,Runner,Fantasy,Combat,Difficult,Fast-Paced,Indie"
Action Games,2025,Lina Games,Retro Killer,"win,mac",None,,,"FPS,Action-Adventure,First-Person,Horses,Surreal,Relaxing,Dynamic,Narration,Story,Rich,Action,Stylized,Western,Adventure,Retro,Singleplayer,Indie"
Indie Games/Isolated Games Franchise,"28 Jul, 2020",Isolated Games,Travellers Rest,win,"82,99zł",Very Positive,12418,"Life,Sim,Pixel,Graphics,Management,Farming,Sim,RPG,Medieval,Immersive,Sim,Crafting,Building,Collectathon,Fantasy,Resource,Management,Singleplayer,Adventure,Colorful,Indie,Isometric,Early,Access,Inventory,Management,Simulation"
Indie Games,"20 Feb, 2012",Wild Shadow StudiosDeca Live Operations GmbH,Realm of the Mad God Exalt,"win,mac",Free to Play,Very Positive,46494,"Pixel,Graphics,MMORPG,Free,to,Play,Roguelike,Perma,Death,Action,Roguelike,Bullet,Hell,Difficult,Roguelite,Indie,2D,Action,RPG,Massively,Multiplayer,RPG,Action,Multiplayer,Adventure,Co-op,Online,Co-Op,Fantasy"
Strategy Games/Songs of Conquest/Downloadable Content,"17 Dec, 2024",Lavapotion,Songs of Conquest - Vanir,"win,mac","36,00zł",Very Positive,131,"Local,Multiplayer,Strategy,Turn-Based,Tactics,4X,Tactical,Turn-Based,Strategy,Turn-Based,Combat,Fantasy,Strategy,RPG,Pixel,Graphics,Magic,Atmospheric,Lore-Rich,Retro,Story,Rich,Tactical,RPG,2.5D,Old,School,Controller,Co-op"
Action Games,"15 Oct, 2020",Nolla Games,Noita,win,"71,99zł",Overwhelmingly Positive,71149,"Physics,Roguelike,Pixel,Graphics,Difficult,Dungeon,Crawler,Indie,Open,World,Sandbox,2D,Perma,Death,Action,Action,Roguelike,Gun,Customization,2D,Platformer,Roguelite,RPG,Dark,Humor,Mythology,Crafting,Action-Adventure"
Action Games,"2 Apr, 2024",Cubic Games Studio,Pixel Gun 3D: PC Edition,"win,mac",Free To Play,Mixed,37902,"PvP,Pixel,Graphics,Multiplayer,Shooter,FPS,Action,Character,Customization,Combat,First-Person,Battle,Royale,Arena,Shooter,Singleplayer,Third-Person,Shooter,Hero,Shooter,Adventure,Sniper,Lore-Rich,Colorful,Free,to,Play,Voxel"
Action Games/Infogrames Franchise,"23 May, 2023",SandCastles Studio,Bread & Fred,"win,mac","60,28zł",Very Positive,3607,"Co-op,Local,Co-Op,Cute,Pixel,Graphics,2D,Platformer,Multiplayer,Difficult,Precision,Platformer,2D,Platformer,Local,Multiplayer,Funny,Family,Friendly,Comedy,Online,Co-Op,Snow,Side,Scroller,Controller,Casual,Colorful"
Action Games/Team17 Digital Franchise,"24 Aug, 2023",The Game Kitchen,Blasphemous 2,win,"174,99zł",Very Positive,10849,"Combat,Fantasy,Metroidvania,Souls-like,Adventure,2D,Platformer,Pixel,Graphics,Difficult,Side,Scroller,Hack,and,Slash,Unforgiving,2D,Platformer,Action,RPG,Horror,Action-Adventure,Lore-Rich,Story,Rich,Nonlinear,Multiple,Endings"
Early Access Games,"17 Apr, 2025",Dark Machine Games,White Knuckle,win,"59,99zł",Overwhelmingly Positive,1707,"Early,Access,Parkour,First-Person,3D,Platformer,Horror,Platformer,Adventure,FPS,Old,School,Score,Attack,Survival,Horror,Precision,Platformer,Roguelike,Pixel,Graphics,Action,Atmospheric,Perma,Death,Dark,Underground,PvE"
Adventure Games/Maximum Entertainment Franchise,"25 Jun, 2024",Polychroma Games,Until Then,"win,linux","55,19zł",Overwhelmingly Positive,7854,"Visual,Novel,Pixel,Graphics,Emotional,Interactive,Fiction,Story,Rich,Drama,2D,Psychological,Mystery,Adventure,LGBTQ+,Casual,Romance,Linear,Side,Scroller,Colorful,Multiple,Endings,Singleplayer,Foreign,Conversation"
Action Games/Akupara Games Franchise/Rain World/Downloadable Content,"28 Mar, 2025",VideocultAkupara Games,Rain World: The Watcher,win,"67,99zł",Mixed,2753,"Difficult,Atmospheric,Survival,Indie,Platformer,Exploration,Pixel,Graphics,Adventure,2D,Open,World,Post-apocalyptic,Cute,2D,Platformer,Survival,Horror,Action,Singleplayer,Metroidvania,Physics,Simulation,Souls-like"
Strategy Games,"26 Sep, 2019",AnukenDev,Mindustry,"win,mac,linux","14,39zł",Overwhelmingly Positive,19088,"Base,Building,Resource,Management,Tower,Defense,Strategy,Automation,Multiplayer,Sandbox,Building,Co-op,2D,RTS,Online,Co-Op,Pixel,Graphics,Singleplayer,PvE,Survival,Indie,PvP,Management,Action"
Strategy Games/Ishtar Games Franchise,"9 Mar, 2023",Ishtar Games,The Last Spell,win,"114,99zł",Very Positive,10992,"Strategy,Singleplayer,Turn-Based,Strategy,RPG,Turn-Based,Tactics,Tactical,Turn-Based,Combat,Turn-Based,Tactical,RPG,Strategy,RPG,2D,Dark,Fantasy,Pixel,Graphics,Perma,Death,Roguelite,Tower,Defense,Base,Building,Post-apocalyptic,Fantasy,Roguelike"
Simulation Games/Kitfox Games Franchise,"6 Dec, 2022",Bay 12 Games,Dwarf Fortress,"win,linux","138,99zł",Overwhelmingly Positive,26411,"Dwarf,Colony,Sim,Strategy,Simulation,Base,Building,City,Builder,Sandbox,Management,Building,Survival,Roguelike,Open,World,Procedural,Generation,Resource,Management,Fantasy,Crafting,Economy,Moddable,Difficult,Exploration"
RPG Games,"7 Jun, 2019",Square EnixACQUIRE Corp.,OCTOPATH TRAVELER™,win,"99,92zł",Very Positive,12091,"RPG,JRPG,Pixel,Graphics,Turn-Based,Story,Rich,Turn-Based,Combat,Singleplayer,Great,Soundtrack,Open,World,Strategy,Adventure,2.5D,Choices,Matter,Anime,Multiple,Endings,Casual,Sandbox,Party-Based,RPG,Management,Simulation"
Indie Games,"5 Aug, 2024",NPC Studio,Fields of Mistria,win,"63,99zł",Overwhelmingly Positive,17699,"Early,Access,Farming,Sim,Dating,Sim,RPG,Life,Sim,Simulation,Romance,Cute,Farming,Pixel,Graphics,Relaxing,Agriculture,Anime,Sandbox,Open,World,2D,Crafting,Building,Cooking,Mining"
Adventure Games,Coming soon,Enjoy Studio S.A.,Everwind,win,None,,,"Early,Access,RPG,Pixel,Graphics,Co-op,Open,World,Survival,Sandbox,Adventure,Combat,Procedural,Generation,Online,Co-Op,Destruction,PvE,Building,Exploration,Multiplayer,Singleplayer,3D,Flight,Crafting"
Adventure Games,"15 Nov, 2023",半瓶醋工作室（Half Amateur Studio）,Hero's Adventure: Road to Passion,win,"40,47zł",Very Positive,20008,"RPG,Martial,Arts,Open,World,Multiple,Endings,Strategy,Pixel,Graphics,Indie,Adventure,Singleplayer,Turn-Based,Strategy,Turn-Based,Choose,Your,Own,Adventure,Simulation,Stealth,2D,Drama,Sexual,Content,Anime,RPGMaker,Mature"
Indie Games/Devolver Digital Franchise,"5 Apr, 2016",Dodge Roll,Enter the Gungeon,"win,linux","67,99zł",Overwhelmingly Positive,75014,"Bullet,Hell,Action,Roguelike,Roguelike,Pixel,Graphics,Difficult,Dungeon,Crawler,Indie,Local,Co-Op,Multiplayer,Twin,Stick,Shooter,Co-op,Action,2D,Top-Down,Shooter,Singleplayer,Loot,Roguelite,Cute,Funny"
Simulation Games,"23 Jul, 2019",mestiez,People Playground,win,"35,99zł",Overwhelmingly Positive,262318,"Sandbox,Gore,Physics,Blood,Moddable,Violent,2D,Singleplayer,Destruction,Simulation,Funny,Building,Pixel,Graphics,Psychological,Horror,Indie,Action,Casual,Comedy,Horror,Choose,Your,Own,Adventure"
Indie Games,"8 Aug, 2013",Lucas Pope,"Papers, Please","win,mac,linux","45,99zł",Overwhelmingly Positive,67071,"Indie,Political,Simulation,Singleplayer,Point,&,Click,Pixel,Graphics,Dystopian,Multiple,Endings,Puzzle,Story,Rich,Retro,Atmospheric,2D,Addictive,Great,Soundtrack,Strategy,Replay,Value,Casual,Difficult,Adventure"
RPG Games,"23 Jun, 2015",Turning Wheel LLC,Barony,"win,mac,linux","91,99zł",Very Positive,7190,"Dungeon,Crawler,Action,Roguelike,Online,Co-Op,Fantasy,First-Person,Roguelike,Co-op,Co-op,Campaign,Local,Co-Op,Immersive,Sim,Split,Screen,RPG,Difficult,Pixel,Graphics,4,Player,Local,Action,RPG,Voxel,Singleplayer,Moddable,Indie"
Adventure Games/Fireshine Games Franchise,"27 Aug, 2024",Pugstorm,Core Keeper,"win,linux","79,99zł",Very Positive,41139,"Pixel,Graphics,Open,World,Survival,Craft,Online,Co-Op,Sandbox,Survival,Adventure,Crafting,Exploration,2D,Building,Mining,Dungeon,Crawler,Procedural,Generation,Farming,Sim,Relaxing,Cooking,Simulation,Atmospheric,Mystery,Casual"
Animation & Modeling,"22 Feb, 2016",David Capello,Aseprite,"win,mac,linux","71,99zł",Overwhelmingly Positive,16966,"Pixel,Graphics,Design,&,Illustration,Animation,&,Modeling,Software,Game,Development,2D,Utilities,Indie,Cute,Retro,Singleplayer,Souls-like"
Action Games,May 2025,Lombard Games,Retro Rugby,win,None,,,"Sports,Action,Football,(American),2D,Isometric,Top-Down,Controller,Pixel,Graphics,Management,Physics,Indie,Retro,Resource,Management,Singleplayer,Rugby"
Adventure Games,Q3 2025,HistoryXPlorer,Retro Relics,win,None,,,"Exploration,Relaxing,Cozy,Nature,RPG,Collectathon,Female,Protagonist,2D,Top-Down,Investigation,Cute,Pixel,Graphics,Walking,Simulator,Historical,Open,World,Controller,Atmospheric,Action,RPG,Story,Rich,Adventure"
Action Games/Kwalee Ltd Franchise,To be announced,The Wild Gentlemen,RetroSpace,win,None,,,"Boomer,Shooter,FPS,Immersive,Sim,Stealth,Survival,Horror,Shooter,First-Person,Choices,Matter,Action,Sci-fi,Atmospheric,Retro,Satire,Combat,Narrative,Singleplayer,Immersive,Cyberpunk,Adventure,Exploration"
